required_skills,candidate_skills,expected_gap
"Teamwork, Market Research, Performance Marketing, Training and Development, Go, Corporate Finance, C++","C++, Corporate Finance, Creativity, Data Analysis, Go, Market Research, Performance Management, Performance Marketing, Supply Chain Management, Teamwork, Training and Development",
"Closing Deals, Email Marketing, Vue, Containerization, Python, PHP, Kotlin, C#, B2B Sales, Financial Analysis",".NET, Accounting, B2B Sales, Closing Deals, Containerization, Email Marketing, Financial Analysis, PHP, Python","Vue, Kotlin"
"Google Cloud, Financial Analysis, Jenkins, Account Executive, Internal Medicine, Tableau","Adaptability, Google Cloud, HR, Internal Medicine, Investment Analysis, Tableau","Jenkins, Account Executive"
"Prospecting, TypeScript, Leadership, Medical Ethics, ASP.NET, Machine Learning, Performance Marketing, Contract Drafting","ASP.NET, Contract Drafting, Investment Analysis, Lead Generation, Leadership, Machine Learning, Medical Ethics, Online Marketing, Training and Development, TypeScript",
"Go, Prospecting, Hadoop, Content Marketing, Patient Examination, Python, R, Leadership","Content Marketing, Critical Thinking, Data Analysis, HR, Leadership, Legal Research, Patient Examination, Performance Management, Prospecting, R","Go, Hadoop, Python"
"CA, Agile, Stakeholder Management, DevOps, Valuation, Bookkeeping, Criminal Law, Data Analysis","Accounting, Agile, Bookkeeping, Business Development, Criminal Law, Data Analysis, DevOps, Flask, Pediatrics, Stakeholder Management",Valuation
"Portfolio Management, Financial Reporting, Cardiology, Surgery, Stakeholder Management, Computer Vision, NoSQL","Civil Law, Computer Vision, Django, Jenkins, NoSQL, Online Marketing, Physician, Portfolio Management, Stakeholder Management, Surgery","Financial Reporting, Cardiology"
"Compensation and Benefits, Team Leadership, NoSQL, Process Improvement, Kubernetes, Critical Thinking","Compensation and Benefits, Critical Thinking, GCP, Kubernetes, NoSQL, Performance Management, Portfolio Management, Process Improvement",Team Leadership
"Change Management, Contract Drafting, Process Improvement, Legal Research, SEO, Critical Thinking, Taxation, Criminal Law","Angular, Change Management, Containerization, Corporate Finance, Criminal Law, Critical Thinking, Jenkins, Legal Research, Process Improvement, SEO, Supply Chain Management, Taxation",Contract Drafting
"Corporate Law, Financial Analysis, Digital Marketing, Stakeholder Management, FastAPI, Hadoop, Go","Corporate Law, Digital Marketing, FastAPI, Financial Analysis, Go, Hadoop, Patient Examination",Stakeholder Management
"Corporate Law, C#, Negotiation Skills, Salesforce, Accounting, Attorney, CA, Digital Marketing",".NET, Attorney, CA, Chartered Accountant, Compliance, Containerization, Corporate Law, Digital Marketing, Negotiation Skills, Pediatrics, Problem Solving, Salesforce",
"Taxation, Recruitment, Go, Lawyer, SQL, Human Resources, Flask, Clinical Research, Market Research, Team Leadership","Advocate, C#, Clinical Research, Containerization, Flask, Google Ads, HR, Market Research, Medical Practitioner, Recruitment, SQL, Taxation, Team Leadership",Go
"Presentation Skills, PHP, Employee Engagement, Diagnosis, React, Compensation and Benefits, ETL","Cardiology, Compensation and Benefits, Data Engineering, ETL, Employee Engagement, Investment Analysis, PHP, Presentation Skills, React, Spark, Supply Chain Management",Diagnosis
"Key Account Management, Risk Management, Mediation, AWS, Machine Learning, Vue","AWS, Content Marketing, Forecasting, Key Account Management, Mediation, R, Risk Management, TensorFlow","Machine Learning, Vue"
"Adaptability, Talent Acquisition, Google Ads, Diagnosis, Azure, Docker, Computer Vision, Linux","Adaptability, Azure, Computer Vision, Containerization, Critical Thinking, Diagnosis, Google Ads, Google Cloud, Linux, Patient Examination",Talent Acquisition
"Ruby, B2C Sales, Physician, Scrum, Arbitration, React, ASP.NET, Flask, Account Executive","ASP.NET, Account Executive, Arbitration, B2C Sales, Flask, Medical Ethics, Online Marketing, Physician, Scrum","Ruby, React"
"CA, Scrum, Account Executive, Medical Ethics, React, Spark, Adaptability, Civil Law, Azure, Communication","Account Executive, Adaptability, Azure, C#, CA, Civil Law, Communication, DevOps, Forecasting, Medical Ethics, Portfolio Management, React, Sales, Scrum, Spark",
"Online Marketing, Hadoop, Clinical Research, Medical Ethics, Docker, Data Analysis, Attorney, Agile, Stakeholder Management","Account Executive, Attorney, Clinical Research, Data Analysis, Docker, Doctor, Hadoop, Stakeholder Management","Online Marketing, Medical Ethics, Agile"
"SEM, Account Executive, Criminal Law, .NET Core, Doctor, NoSQL, Valuation, Contract Drafting","ASP.NET, Business Development, Contract Drafting, Corporate Finance, Criminal Law, Data Engineering, Leadership, Medical Practitioner, NoSQL, SEM, Sales",Valuation
"Vue, Doctor, PHP, Intellectual Property Law, ASP.NET, Communication, Django, DevOps, NoSQL","Communication, Criminal Law, DevOps, Django, Doctor, Logistics, Negotiation Skills, NoSQL, PHP, Stakeholder Management, Vue","Intellectual Property Law, ASP.NET"
"Problem Solving, Linux, Radiology, Derivatives, Spring Boot, Recruitment, Accounting, Program Management, Logistics, ASP.NET","ASP.NET, Agile, Audit, Derivatives, Linux, Logistics, Problem Solving, Radiology, Recruitment, Spring Boot, Tableau","Accounting, Program Management"
"B2C Sales, Account Executive, Arbitration, Hadoop, Linux, CRM, IFRS, Stakeholder Management, Agile","Agile, Arbitration, B2C Sales, CRM, Compliance, Hadoop, IFRS, Linux, Litigation, Market Research, Sales, Stakeholder Management, Supply Chain Management",
"Teamwork, Pediatrics, Strategic Planning, Accounting, DevOps, Sales, Angular, Market Research","Accounting, Angular, DevOps, Key Account Management, Market Research, Medical Practitioner, Negotiation, Pediatrics, Program Management, Strategic Planning, Tableau, Teamwork",Sales
"Mediation, Recruitment, Negotiation Skills, Containerization, Clinical Research, Physician","Containerization, Mediation, Negotiation, Negotiation Skills, Physician, Recruitment",Clinical Research
"Change Management, Strategic Planning, Lead Generation, Terraform, FastAPI, Arbitration","Arbitration, Brand Strategy, Change Management, Email Marketing, Prospecting, Surgery, Terraform","Strategic Planning, FastAPI"
"Problem Solving, Lead Generation, Agile, Audit, Content Marketing, MLOps, TypeScript","Agile, Closing Deals, FastAPI, Lead Generation, MLOps, Problem Solving, TypeScript","Audit, Content Marketing"
"GCP, FastAPI, Email Marketing, Criminal Law, SEO, Brand Strategy, Pediatrics, Computer Vision, Data Analysis","Computer Vision, Criminal Law, Data Analysis, Email Marketing, FastAPI, Medical Practitioner, SEO","GCP, Brand Strategy, Pediatrics"
"Diagnosis, MLOps, Advocate, Lawyer, TypeScript, Stakeholder Management, Prospecting, Tableau, Recruitment","Advocate, Diagnosis, Lawyer, Litigation, Prospecting, Recruitment, Stakeholder Management, Tableau, TypeScript",MLOps
"Corporate Law, Digital Marketing, Performance Marketing, Budgeting, Audit, B2B Sales, Email Marketing","B2B Sales, Corporate Law, Email Marketing, Medical Ethics, Performance Marketing","Budgeting, Audit"
"Attorney, Problem Solving, Bookkeeping, IFRS, Lawyer, TypeScript","Account Executive, Attorney, IFRS, Lawyer, NLP, Performance Management, Problem Solving, TypeScript",Bookkeeping
"SEO, Adaptability, Logistics, Product Management, PyTorch, SQL, Lawyer","Adaptability, Change Management, Lawyer, Logistics, PyTorch, SEO, SQL",Product Management
"Surgery, MLOps, CRM, Jenkins, Physician, B2C Sales, Spark, Google Ads","B2C Sales, CRM, Doctor, Google Ads, JavaScript, MLOps, Market Research, Spark, Surgery",Jenkins
"Vue, React, Docker, Lead Generation, Data Warehousing, Program Management, GCP","Data Warehousing, Docker, Google Cloud, Lead Generation, Program Management, React, Salesforce, Team Leadership, Vue",
"Compensation and Benefits, Employee Engagement, .NET, Legal Research, Git, Computer Vision",".NET, Compensation and Benefits, Computer Vision, Employee Engagement, Medical Ethics, Radiology, Sales","Legal Research, Git"
"AWS, Email Marketing, NLP, NoSQL, React, Certified Public Accountant, Git","AWS, Advocate, Agile, B2B Sales, CA, Email Marketing, NLP, NoSQL, Physician, React",Git
"Criminal Law, Computer Vision, Compensation and Benefits, Performance Management, Terraform, SQL, Tableau, Angular, Chartered Accountant, Salesforce","Account Executive, Angular, CA, Compensation and Benefits, Criminal Law, Doctor, Equity Research, MLOps, Machine Learning, Performance Management, SQL, Salesforce, Tableau, Terraform",Computer Vision
"Google Ads, Medical Practitioner, Market Research, Human Resources, Litigation, Cardiology","Cardiology, Docker, Financial Analysis, Google Ads, Human Resources, Market Research, Medical Practitioner",Litigation
"Swift, Taxation, Cardiology, Advocate, Doctor, Vue, CRM, Audit","Audit, C#, CRM, Cardiology, Containerization, Data Analysis, Machine Learning, Presentation Skills, Taxation, Vue","Swift, Advocate, Doctor"
".NET Core, Go, Training and Development, Performance Marketing, Process Improvement, CA, Patient Examination, Corporate Law",".NET Core, Go, Internal Medicine, NoSQL, Patient Examination, Performance Marketing, Process Improvement, Team Leadership, Time Management, Training and Development","CA, Corporate Law"
"Employee Engagement, React, Machine Learning, Certified Public Accountant, Risk Management, Medical Practitioner, Lead Generation, Jenkins, PyTorch, Spring Boot","B2C Sales, Certified Public Accountant, Creativity, Employee Engagement, Google Ads, Jenkins, Lead Generation, Machine Learning, Medical Practitioner, PyTorch, Python, React, Risk Management",Spring Boot
"NLP, SQL, Account Executive, HR, ASP.NET, SEO","ASP.NET, B2C Sales, HR, Legal Research, NLP, SEO, Talent Acquisition","SQL, Account Executive"
"Scrum, Change Management, Risk Management, Equity Research, Project Management, Machine Learning, Creativity, Process Improvement, B2C Sales, Negotiation Skills","Business Development, Change Management, Containerization, Creativity, DevOps, Equity Research, Investment Analysis, Negotiation Skills, Presentation Skills, Project Management, Scrum","Risk Management, Machine Learning, Process Improvement, B2C Sales"
"SEO, Email Marketing, Orthopedics, Machine Learning, Docker, Stakeholder Management, Employee Engagement","Docker, Email Marketing, Employee Engagement, Machine Learning, Orthopedics, Risk Management, SEO, Stakeholder Management",
"Physician, Corporate Law, Doctor, Machine Learning, Intellectual Property Law, Clinical Research","Brand Strategy, Civil Law, Corporate Law, Doctor, Intellectual Property Law, Machine Learning, Performance Marketing, Surgery",Clinical Research
"Marketing Analytics, Computer Vision, Derivatives, Deep Learning, Equity Research, Presentation Skills, Certified Public Accountant, Django","Computer Vision, Deep Learning, Derivatives, Django, Equity Research, Marketing Analytics, Python, Swift","Presentation Skills, Certified Public Accountant"
"Data Warehousing, Ruby, Git, Key Account Management, GAAP, Financial Reporting, Problem Solving, Flask, NoSQL","Budgeting, Closing Deals, Data Warehousing, Financial Reporting, GAAP, Git, Google Cloud, NoSQL, Problem Solving, Process Improvement, Ruby","Key Account Management, Flask"
"Project Management, Angular, Negotiation, Linux, ASP.NET, Orthopedics, Business Development, Deep Learning, Supply Chain Management, FastAPI","ASP.NET, Angular, Audit, Business Development, Deep Learning, Derivatives, FastAPI, Linux, Negotiation, Orthopedics, Patient Examination, Project Management, Sales",Supply Chain Management
"Brand Strategy, Orthopedics, MLOps, Machine Learning, SQL, Node.js, .NET Core","Brand Strategy, C#, Cardiology, Lead Generation, MLOps, Machine Learning, Node.js, Orthopedics, SQL, Supply Chain Management",
"GCP, Agile, Creativity, Financial Analysis, Digital Marketing, Clinical Research, Ruby, GAAP, Deep Learning","Agile, Bookkeeping, Clinical Research, Creativity, GAAP, GCP, Jenkins, Medical Ethics","Financial Analysis, Digital Marketing, Ruby, Deep Learning"
"Budgeting, Teamwork, Spark, Java, Computer Vision, Market Research, Intellectual Property Law, Spring Boot, Human Resources","C++, Computer Vision, Human Resources, Intellectual Property Law, Java, Market Research, Spark, Spring Boot, Teamwork",Budgeting
"Accounting, CA, Derivatives, Python, Kubernetes, HR, Compensation and Benefits, Power BI","Accounting, Adaptability, CA, Containerization, Derivatives, Human Resources, Online Marketing, Orthopedics, Power BI, Python, R",Compensation and Benefits
"Strategic Planning, Internal Medicine, R, Negotiation, Portfolio Management, JavaScript, Criminal Law, Creativity","Clinical Research, Creativity, Criminal Law, Internal Medicine, Prospecting, R, Social Media Marketing, Strategic Planning","Negotiation, Portfolio Management, JavaScript"
"SQL, Google Ads, Time Management, Sales, Contract Drafting, Account Executive, Java, Product Management","Account Executive, Contract Drafting, Equity Research, Google Ads, Java, Medical Practitioner, Problem Solving, Project Management, SQL, Sales, TypeScript","Time Management, Product Management"
"Swift, Performance Management, Time Management, Online Marketing, Program Management, Agile, Closing Deals, Azure, Content Marketing, Attorney","Agile, Azure, Closing Deals, Content Marketing, Corporate Finance, Data Warehousing, Online Marketing, Performance Management, Project Management, Prospecting, Swift, Time Management",Attorney
"NLP, Mediation, Tableau, IFRS, FastAPI, Closing Deals, Corporate Finance, Stakeholder Management, Change Management","Change Management, Corporate Finance, Google Cloud, IFRS, Mediation, Medical Ethics, NLP, Spark, Stakeholder Management, Tableau","FastAPI, Closing Deals"
"GCP, Compensation and Benefits, Program Management, Cardiology, Training and Development, HR, B2C Sales, Django","ASP.NET, B2C Sales, Compensation and Benefits, GCP, HR, Program Management, Training and Development","Cardiology, Django"
"DevOps, Accounting, NLP, Process Improvement, Program Management, TensorFlow, Medical Ethics","CA, Data Analysis, Employee Engagement, Medical Ethics, NLP, Power BI, Project Management, SEM, TensorFlow","DevOps, Process Improvement"
